strategy,model,elo,full_elo,delta,absolute_delta
pair-balanced_700_seed_43,numind/NuExtract3,1742.152908755929,1689.6190357899554,52.533872965973615,52.533872965973615
pair-balanced_700_seed_43,rednote-hilab/dots.mocr,1762.0509140256804,1745.4252593866306,16.6256546390498,16.6256546390498
pair-balanced_700_seed_43,rednote-hilab/dots.ocr,844.0078925036925,890.6755485577996,-46.66765605410717,46.66765605410717
pair-balanced_700_seed_43,tesseract-5,1143.1918660877843,1112.5865083646895,30.605357723094812,30.605357723094812
pair-balanced_700_seed_43,zai-org/GLM-OCR,1725.5563898432322,1738.1794754621453,-12.623085618913137,12.623085618913137
pair-balanced_700_seed_44,FireRedTeam/FireRed-OCR,1549.1031763628914,1557.449386684769,-8.346210321877606,8.346210321877606
pair-balanced_700_seed_44,PaddlePaddle/PP-OCRv6_medium,1387.1285844098475,1397.0965599286017,-9.967975518754201,9.967975518754201
pair-balanced_700_seed_44,PaddlePaddle/PaddleOCR-VL-1.6,1466.2594932059958,1462.9745524973894,3.2849407086064275,3.2849407086064275
pair-balanced_700_seed_44,allenai/olmOCR-2-7B-1025-FP8,1691.5775500285006,1719.231138029067,-27.653588000566515,27.653588000566515
pair-balanced_700_seed_44,baidu/Qianfan-OCR,1563.2843283861919,1568.0944503021342,-4.810121915942318,4.810121915942318
pair-balanced_700_seed_44,baidu/Unlimited-OCR,1557.0491256404791,1545.2060026385532,11.84312300192596,11.84312300192596
pair-balanced_700_seed_44,deepseek-ai/DeepSeek-OCR,1406.808327693129,1451.9970235866688,-45.188695893539716,45.188695893539716
pair-balanced_700_seed_44,deepseek-ai/DeepSeek-OCR-2,1364.972585224888,1380.2125479868414,-15.239962761953393,15.239962761953393
pair-balanced_700_seed_44,lightonai/LightOnOCR-2-1B,1732.6001138796714,1741.2525107847546,-8.652396905083151,8.652396905083151
pair-balanced_700_seed_44,numind/NuExtract3,1672.0071518119494,1689.6190357899554,-17.611883978006063,17.611883978006063
pair-balanced_700_seed_44,rednote-hilab/dots.mocr,1787.4122936553579,1745.4252593866306,41.98703426872726,41.98703426872726
pair-balanced_700_seed_44,rednote-hilab/dots.ocr,914.7807431316438,890.6755485577996,24.105194573844187,24.105194573844187
pair-balanced_700_seed_44,tesseract-5,1185.162626437656,1112.5865083646895,72.57611807296644,72.57611807296644
pair-balanced_700_seed_44,zai-org/GLM-OCR,1721.8539001317981,1738.1794754621453,-16.325575330347192,16.325575330347192
pair-balanced_700_seed_45,FireRedTeam/FireRed-OCR,1494.4432451728896,1557.449386684769,-63.00614151187938,63.00614151187938
pair-balanced_700_seed_45,PaddlePaddle/PP-OCRv6_medium,1400.5386642660735,1397.0965599286017,3.4421043374718465,3.4421043374718465
pair-balanced_700_seed_45,PaddlePaddle/PaddleOCR-VL-1.6,1504.3086114691523,1462.9745524973894,41.33405897176294,41.33405897176294
pair-balanced_700_seed_45,allenai/olmOCR-2-7B-1025-FP8,1832.0016417430204,1719.231138029067,112.7705037139533,112.7705037139533
pair-balanced_700_seed_45,baidu/Qianfan-OCR,1587.7651831084647,1568.0944503021342,19.670732806330534,19.670732806330534
pair-balanced_700_seed_45,baidu/Unlimited-OCR,1510.9300755021095,1545.2060026385532,-34.27592713644367,34.27592713644367
pair-balanced_700_seed_45,deepseek-ai/DeepSeek-OCR,1440.0119728594623,1451.9970235866688,-11.985050727206499,11.985050727206499
pair-balanced_700_seed_45,deepseek-ai/DeepSeek-OCR-2,1397.4088449651597,1380.2125479868414,17.196296978318287,17.196296978318287
pair-balanced_700_seed_45,lightonai/LightOnOCR-2-1B,1772.1662715946009,1741.2525107847546,30.91376080984628,30.91376080984628
pair-balanced_700_seed_45,numind/NuExtract3,1654.1202425151914,1689.6190357899554,-35.49879327476401,35.49879327476401
pair-balanced_700_seed_45,rednote-hilab/dots.mocr,1758.8556429651162,1745.4252593866306,13.43038357848559,13.43038357848559
pair-balanced_700_seed_45,rednote-hilab/dots.ocr,789.246045194604,890.6755485577996,-101.42950336319564,101.42950336319564
pair-balanced_700_seed_45,tesseract-5,1168.1923471362472,1112.5865083646895,55.60583877155773,55.60583877155773
pair-balanced_700_seed_45,zai-org/GLM-OCR,1690.011211507908,1738.1794754621453,-48.16826395423732,48.16826395423732
pair-balanced_700_seed_46,FireRedTeam/FireRed-OCR,1532.9965763416174,1557.449386684769,-24.45281034315167,24.45281034315167
pair-balanced_700_seed_46,PaddlePaddle/PP-OCRv6_medium,1350.6813473586062,1397.0965599286017,-46.41521256999545,46.41521256999545
pair-balanced_700_seed_46,PaddlePaddle/PaddleOCR-VL-1.6,1483.4461686224597,1462.9745524973894,20.47161612507034,20.47161612507034
pair-balanced_700_seed_46,allenai/olmOCR-2-7B-1025-FP8,1759.2535591141034,1719.231138029067,40.022421085036285,40.022421085036285
pair-balanced_700_seed_46,baidu/Qianfan-OCR,1522.273532617472,1568.0944503021342,-45.82091768466216,45.82091768466216
pair-balanced_700_seed_46,baidu/Unlimited-OCR,1570.4668927353853,1545.2060026385532,25.2608900968321,25.2608900968321
pair-balanced_700_seed_46,deepseek-ai/DeepSeek-OCR,1447.614877087872,1451.9970235866688,-4.382146498796828,4.382146498796828
pair-balanced_700_seed_46,deepseek-ai/DeepSeek-OCR-2,1427.3906577646069,1380.2125479868414,47.178109777765485,47.178109777765485
pair-balanced_700_seed_46,lightonai/LightOnOCR-2-1B,1789.5080562081266,1741.2525107847546,48.25554542337204,48.25554542337204
pair-balanced_700_seed_46,numind/NuExtract3,1732.0687549281085,1689.6190357899554,42.449719138153114,42.449719138153114
pair-balanced_700_seed_46,rednote-hilab/dots.mocr,1752.0195012182132,1745.4252593866306,6.594241831582622,6.594241831582622
pair-balanced_700_seed_46,rednote-hilab/dots.ocr,875.1068604120732,890.6755485577996,-15.568688145726469,15.568688145726469
pair-balanced_700_seed_46,tesseract-5,1037.41488379773,1112.5865083646895,-75.17162456695951,75.17162456695951
pair-balanced_700_seed_46,zai-org/GLM-OCR,1719.7583317936255,1738.1794754621453,-18.42114366851979,18.42114366851979
pair-balanced_1200_seed_42,FireRedTeam/FireRed-OCR,1600.4726717794176,1557.449386684769,43.0232850946486,43.0232850946486
pair-balanced_1200_seed_42,PaddlePaddle/PP-OCRv6_medium,1378.0985581446023,1397.0965599286017,-18.99800178399937,18.99800178399937
pair-balanced_1200_seed_42,PaddlePaddle/PaddleOCR-VL-1.6,1437.665883952499,1462.9745524973894,-25.308668544890452,25.308668544890452
pair-balanced_1200_seed_42,allenai/olmOCR-2-7B-1025-FP8,1711.533561624297,1719.231138029067,-7.697576404770189,7.697576404770189
pair-balanced_1200_seed_42,baidu/Qianfan-OCR,1558.7249211818164,1568.0944503021342,-9.369529120317793,9.369529120317793
pair-balanced_1200_seed_42,baidu/Unlimited-OCR,1554.7451470411702,1545.2060026385532,9.539144402617012,9.539144402617012
pair-balanced_1200_seed_42,deepseek-ai/DeepSeek-OCR,1429.9817171297507,1451.9970235866688,-22.015306456918097,22.015306456918097
pair-balanced_1200_seed_42,deepseek-ai/DeepSeek-OCR-2,1396.4126892988545,1380.2125479868414,16.200141312013102,16.200141312013102
pair-balanced_1200_seed_42,lightonai/LightOnOCR-2-1B,1784.2069345273126,1741.2525107847546,42.95442374255799,42.95442374255799
pair-balanced_1200_seed_42,numind/NuExtract3,1733.310681888583,1689.6190357899554,43.69164609862764,43.69164609862764
pair-balanced_1200_seed_42,rednote-hilab/dots.mocr,1771.8173673153167,1745.4252593866306,26.392107928686073,26.392107928686073
pair-balanced_1200_seed_42,rednote-hilab/dots.ocr,801.6805262528865,890.6755485577996,-88.99502230491316,88.99502230491316
pair-balanced_1200_seed_42,tesseract-5,1131.1180934856711,1112.5865083646895,18.531585120981617,18.531585120981617
pair-balanced_1200_seed_42,zai-org/GLM-OCR,1710.2312463778226,1738.1794754621453,-27.948229084322747,27.948229084322747
pair-balanced_1200_seed_43,FireRedTeam/FireRed-OCR,1606.5699808139275,1557.449386684769,49.12059412915846,49.12059412915846
pair-balanced_1200_seed_43,PaddlePaddle/PP-OCRv6_medium,1415.5873224553688,1397.0965599286017,18.490762526767185,18.490762526767185
pair-balanced_1200_seed_43,PaddlePaddle/PaddleOCR-VL-1.6,1417.2122550103788,1462.9745524973894,-45.76229748701053,45.76229748701053
pair-balanced_1200_seed_43,allenai/olmOCR-2-7B-1025-FP8,1700.6957270024277,1719.231138029067,-18.535411026639395,18.535411026639395
pair-balanced_1200_seed_43,baidu/Qianfan-OCR,1551.367946962283,1568.0944503021342,-16.726503339851206,16.726503339851206
pair-balanced_1200_seed_43,baidu/Unlimited-OCR,1558.7750426567673,1545.2060026385532,13.569040018214082,13.569040018214082
pair-balanced_1200_seed_43,deepseek-ai/DeepSeek-OCR,1428.1867691315038,1451.9970235866688,-23.810254455165023,23.810254455165023
pair-balanced_1200_seed_43,deepseek-ai/DeepSeek-OCR-2,1408.5674165777405,1380.2125479868414,28.35486859089906,28.35486859089906
pair-balanced_1200_seed_43,lightonai/LightOnOCR-2-1B,1714.1415689383318,1741.2525107847546,-27.110941846422747,27.110941846422747
pair-balanced_1200_seed_43,numind/NuExtract3,1677.1655861283741,1689.6190357899554,-12.453449661581317,12.453449661581317
pair-balanced_1200_seed_43,rednote-hilab/dots.mocr,1743.8318867174214,1745.4252593866306,-1.5933726692092023,1.5933726692092023
pair-balanced_1200_seed_43,rednote-hilab/dots.ocr,912.3362994163375,890.6755485577996,21.66075085853788,21.66075085853788
pair-balanced_1200_seed_43,tesseract-5,1144.663740819601,1112.5865083646895,32.07723245491138,32.07723245491138
pair-balanced_1200_seed_43,zai-org/GLM-OCR,1720.898457369537,1738.1794754621453,-17.281018092608292,17.281018092608292
pair-balanced_1200_seed_44,FireRedTeam/FireRed-OCR,1573.5424064930826,1557.449386684769,16.093019808313556,16.093019808313556
pair-balanced_1200_seed_44,PaddlePaddle/PP-OCRv6_medium,1395.8997498636347,1397.0965599286017,-1.1968100649669395,1.1968100649669395
pair-balanced_1200_seed_44,PaddlePaddle/PaddleOCR-VL-1.6,1463.9790234713273,1462.9745524973894,1.0044709739379414,1.0044709739379414
pair-balanced_1200_seed_44,allenai/olmOCR-2-7B-1025-FP8,1683.0223963923431,1719.231138029067,-36.20874163672397,36.20874163672397
pair-balanced_1200_seed_44,baidu/Qianfan-OCR,1574.352219145655,1568.0944503021342,6.257768843520807,6.257768843520807
pair-balanced_1200_seed_44,baidu/Unlimited-OCR,1529.156500455611,1545.2060026385532,-16.049502182942206,16.049502182942206
pair-balanced_1200_seed_44,deepseek-ai/DeepSeek-OCR,1418.4389754414194,1451.9970235866688,-33.55804814524936,33.55804814524936
pair-balanced_1200_seed_44,deepseek-ai/DeepSeek-OCR-2,1336.4144529728567,1380.2125479868414,-43.79809501398472,43.79809501398472
pair-balanced_1200_seed_44,lightonai/LightOnOCR-2-1B,1732.9551869653317,1741.2525107847546,-8.2973238194229,8.2973238194229
pair-balanced_1200_seed_44,numind/NuExtract3,1710.3223213798774,1689.6190357899554,20.70328558992196,20.70328558992196
pair-balanced_1200_seed_44,rednote-hilab/dots.mocr,1788.4854627634636,1745.4252593866306,43.06020337683299,43.06020337683299
pair-balanced_1200_seed_44,rednote-hilab/dots.ocr,903.9097693046194,890.6755485577996,13.234220746819801,13.234220746819801
pair-balanced_1200_seed_44,tesseract-5,1145.3288761166018,1112.5865083646895,32.7423677519123,32.7423677519123
pair-balanced_1200_seed_44,zai-org/GLM-OCR,1744.1926592341763,1738.1794754621453,6.01318377203097,6.01318377203097
pair-balanced_1200_seed_45,FireRedTeam/FireRed-OCR,1545.724521818796,1557.449386684769,-11.724864865973132,11.724864865973132
pair-balanced_1200_seed_45,PaddlePaddle/PP-OCRv6_medium,1383.900840635146,1397.0965599286017,-13.195719293455568,13.195719293455568
pair-balanced_1200_seed_45,PaddlePaddle/PaddleOCR-VL-1.6,1464.4178359389718,1462.9745524973894,1.44328344158248,1.44328344158248
pair-balanced_1200_seed_45,allenai/olmOCR-2-7B-1025-FP8,1807.1318714731017,1719.231138029067,87.90073344403459,87.90073344403459
pair-balanced_1200_seed_45,baidu/Qianfan-OCR,1578.2968420561524,1568.0944503021342,10.202391754018208,10.202391754018208
pair-balanced_1200_seed_45,baidu/Unlimited-OCR,1513.311255633662,1545.2060026385532,-31.894747004891087,31.894747004891087
pair-balanced_1200_seed_45,deepseek-ai/DeepSeek-OCR,1431.653750732666,1451.9970235866688,-20.343272854002862,20.343272854002862
pair-balanced_1200_seed_45,deepseek-ai/DeepSeek-OCR-2,1410.6557947711547,1380.2125479868414,30.44324678431326,30.44324678431326
pair-balanced_1200_seed_45,lightonai/LightOnOCR-2-1B,1727.1786591904113,1741.2525107847546,-14.073851594343296,14.073851594343296
pair-balanced_1200_seed_45,numind/NuExtract3,1694.3839038775739,1689.6190357899554,4.764868087618424,4.764868087618424
pair-balanced_1200_seed_45,rednote-hilab/dots.mocr,1732.8897793121141,1745.4252593866306,-12.5354800745165,12.5354800745165
pair-balanced_1200_seed_45,rednote-hilab/dots.ocr,809.7273002286885,890.6755485577996,-80.94824832911115,80.94824832911115
pair-balanced_1200_seed_45,tesseract-5,1169.762673008484,1112.5865083646895,57.176164643794436,57.176164643794436
pair-balanced_1200_seed_45,zai-org/GLM-OCR,1730.9649713230774,1738.1794754621453,-7.2145041390679125,7.2145041390679125
pair-balanced_1200_seed_46,FireRedTeam/FireRed-OCR,1526.5101874998254,1557.449386684769,-30.939199184943618,30.939199184943618
pair-balanced_1200_seed_46,PaddlePaddle/PP-OCRv6_medium,1374.302046872808,1397.0965599286017,-22.794513055793686,22.794513055793686
pair-balanced_1200_seed_46,PaddlePaddle/PaddleOCR-VL-1.6,1479.9544584515177,1462.9745524973894,16.9799059541283,16.9799059541283
pair-balanced_1200_seed_46,allenai/olmOCR-2-7B-1025-FP8,1724.771396416001,1719.231138029067,5.540258386933829,5.540258386933829
pair-balanced_1200_seed_46,baidu/Qianfan-OCR,1547.3750745751424,1568.0944503021342,-20.719375726991757,20.719375726991757
pair-balanced_1200_seed_46,baidu/Unlimited-OCR,1551.1095763124817,1545.2060026385532,5.903573673928577,5.903573673928577
pair-balanced_1200_seed_46,deepseek-ai/DeepSeek-OCR,1465.5134908836683,1451.9970235866688,13.516467296999508,13.516467296999508
pair-balanced_1200_seed_46,deepseek-ai/DeepSeek-OCR-2,1403.4914746396144,1380.2125479868414,23.278926652772952,23.278926652772952
pair-balanced_1200_seed_46,lightonai/LightOnOCR-2-1B,1728.362116552952,1741.2525107847546,-12.890394231802475,12.890394231802475
pair-balanced_1200_seed_46,numind/NuExtract3,1736.236829719455,1689.6190357899554,46.61779392949961,46.61779392949961
pair-balanced_1200_seed_46,rednote-hilab/dots.mocr,1719.1750827872102,1745.4252593866306,-26.250176599420456,26.250176599420456
pair-balanced_1200_seed_46,rednote-hilab/dots.ocr,905.1330347400462,890.6755485577996,14.457486182246612,14.457486182246612
pair-balanced_1200_seed_46,tesseract-5,1121.3977460985457,1112.5865083646895,8.81123773385616,8.81123773385616
pair-balanced_1200_seed_46,zai-org/GLM-OCR,1716.6674844507322,1738.1794754621453,-21.5119910114131,21.5119910114131
pair-balanced_2000_seed_42,FireRedTeam/FireRed-OCR,1596.1874707393995,1557.449386684769,38.73808405463046,38.73808405463046
pair-balanced_2000_seed_42,PaddlePaddle/PP-OCRv6_medium,1394.3910182438551,1397.0965599286017,-2.7055416847465494,2.7055416847465494
pair-balanced_2000_seed_42,PaddlePaddle/PaddleOCR-VL-1.6,1452.1281104188165,1462.9745524973894,-10.846442078572863,10.846442078572863
pair-balanced_2000_seed_42,allenai/olmOCR-2-7B-1025-FP8,1701.8443541143245,1719.231138029067,-17.386783914742637,17.386783914742637
pair-balanced_2000_seed_42,baidu/Qianfan-OCR,1547.5002410008585,1568.0944503021342,-20.59420930127567,20.59420930127567
pair-balanced_2000_seed_42,baidu/Unlimited-OCR,1563.9847142297087,1545.2060026385532,18.77871159115557,18.77871159115557
pair-balanced_2000_seed_42,deepseek-ai/DeepSeek-OCR,1414.660622351955,1451.9970235866688,-37.336401234713776,37.336401234713776
pair-balanced_2000_seed_42,deepseek-ai/DeepSeek-OCR-2,1371.7335689048398,1380.2125479868414,-8.478979082001615,8.478979082001615
pair-balanced_2000_seed_42,lightonai/LightOnOCR-2-1B,1759.0179249803687,1741.2525107847546,17.765414195614085,17.765414195614085
pair-balanced_2000_seed_42,numind/NuExtract3,1706.7482173550318,1689.6190357899554,17.12918156507635,17.12918156507635
pair-balanced_2000_seed_42,rednote-hilab/dots.mocr,1787.052865705835,1745.4252593866306,41.62760631920446,41.62760631920446
pair-balanced_2000_seed_42,rednote-hilab/dots.ocr,867.795044383654,890.6755485577996,-22.880504174145585,22.880504174145585
pair-balanced_2000_seed_42,tesseract-5,1113.81008423597,1112.5865083646895,1.2235758712804454,1.2235758712804454
pair-balanced_2000_seed_42,zai-org/GLM-OCR,1723.1457633353828,1738.1794754621453,-15.033712126762566,15.033712126762566
pair-balanced_2000_seed_43,FireRedTeam/FireRed-OCR,1566.6268490438601,1557.449386684769,9.177462359091123,9.177462359091123
pair-balanced_2000_seed_43,PaddlePaddle/PP-OCRv6_medium,1405.067456468896,1397.0965599286017,7.970896540294234,7.970896540294234
pair-balanced_2000_seed_43,PaddlePaddle/PaddleOCR-VL-1.6,1435.3969521958059,1462.9745524973894,-27.577600301583516,27.577600301583516
pair-balanced_2000_seed_43,allenai/olmOCR-2-7B-1025-FP8,1739.3632219889735,1719.231138029067,20.132083959906367,20.132083959906367
pair-balanced_2000_seed_43,baidu/Qianfan-OCR,1541.852759968683,1568.0944503021342,-26.241690333451288,26.241690333451288
pair-balanced_2000_seed_43,baidu/Unlimited-OCR,1544.7706986544954,1545.2060026385532,-0.43530398405778215,0.43530398405778215
pair-balanced_2000_seed_43,deepseek-ai/DeepSeek-OCR,1424.8021970795628,1451.9970235866688,-27.194826507105972,27.194826507105972
pair-balanced_2000_seed_43,deepseek-ai/DeepSeek-OCR-2,1413.163607752931,1380.2125479868414,32.95105976608966,32.95105976608966
pair-balanced_2000_seed_43,lightonai/LightOnOCR-2-1B,1729.7323362983238,1741.2525107847546,-11.520174486430733,11.520174486430733
pair-balanced_2000_seed_43,numind/NuExtract3,1705.055919186711,1689.6190357899554,15.436883396755547,15.436883396755547
pair-balanced_2000_seed_43,rednote-hilab/dots.mocr,1728.175047511091,1745.4252593866306,-17.250211875539662,17.250211875539662
pair-balanced_2000_seed_43,rednote-hilab/dots.ocr,901.4422346135815,890.6755485577996,10.76668605578186,10.76668605578186
pair-balanced_2000_seed_43,tesseract-5,1149.6709102633217,1112.5865083646895,37.08440189863222,37.08440189863222
pair-balanced_2000_seed_43,zai-org/GLM-OCR,1714.8798089737636,1738.1794754621453,-23.299666488381717,23.299666488381717
pair-balanced_2000_seed_44,FireRedTeam/FireRed-OCR,1567.8680530085896,1557.449386684769,10.418666323820617,10.418666323820617
pair-balanced_2000_seed_44,PaddlePaddle/PP-OCRv6_medium,1399.2210253836206,1397.0965599286017,2.1244654550189352,2.1244654550189352
pair-balanced_2000_seed_44,PaddlePaddle/PaddleOCR-VL-1.6,1465.6951681945661,1462.9745524973894,2.720615697176754,2.720615697176754
pair-balanced_2000_seed_44,allenai/olmOCR-2-7B-1025-FP8,1731.3880025296849,1719.231138029067,12.156864500617758,12.156864500617758
pair-balanced_2000_seed_44,baidu/Qianfan-OCR,1581.2568165397106,1568.0944503021342,13.162366237576407,13.162366237576407
pair-balanced_2000_seed_44,baidu/Unlimited-OCR,1530.5499399383973,1545.2060026385532,-14.656062700155871,14.656062700155871
pair-balanced_2000_seed_44,deepseek-ai/DeepSeek-OCR,1424.6298671830664,1451.9970235866688,-27.367156403602394,27.367156403602394
pair-balanced_2000_seed_44,deepseek-ai/DeepSeek-OCR-2,1397.8377687978734,1380.2125479868414,17.625220811032023,17.625220811032023
pair-balanced_2000_seed_44,lightonai/LightOnOCR-2-1B,1718.141749111582,1741.2525107847546,-23.110761673172647,23.110761673172647
pair-balanced_2000_seed_44,numind/NuExtract3,1699.6515194109957,1689.6190357899554,10.032483621040228,10.032483621040228
pair-balanced_2000_seed_44,rednote-hilab/dots.mocr,1771.1307005874357,1745.4252593866306,25.705441200805126,25.705441200805126
pair-balanced_2000_seed_44,rednote-hilab/dots.ocr,829.455793281588,890.6755485577996,-61.219755276211686,61.219755276211686
pair-balanced_2000_seed_44,tesseract-5,1113.8310195500526,1112.5865083646895,1.2445111853630806,1.2445111853630806
pair-balanced_2000_seed_44,zai-org/GLM-OCR,1769.3425764828376,1738.1794754621453,31.16310102069224,31.16310102069224
pair-balanced_2000_seed_45,FireRedTeam/FireRed-OCR,1523.076413895152,1557.449386684769,-34.37297278961705,34.37297278961705
pair-balanced_2000_seed_45,PaddlePaddle/PP-OCRv6_medium,1382.7661165365973,1397.0965599286017,-14.330443392004327,14.330443392004327
pair-balanced_2000_seed_45,PaddlePaddle/PaddleOCR-VL-1.6,1467.3477795142187,1462.9745524973894,4.373227016829333,4.373227016829333
pair-balanced_2000_seed_45,allenai/olmOCR-2-7B-1025-FP8,1756.9393632316828,1719.231138029067,37.70822520261572,37.70822520261572
pair-balanced_2000_seed_45,baidu/Qianfan-OCR,1570.5522982800758,1568.0944503021342,2.457847977941583,2.457847977941583
pair-balanced_2000_seed_45,baidu/Unlimited-OCR,1521.005251333356,1545.2060026385532,-24.200751305197173,24.200751305197173
pair-balanced_2000_seed_45,deepseek-ai/DeepSeek-OCR,1469.3437300248895,1451.9970235866688,17.346706438220735,17.346706438220735
pair-balanced_2000_seed_45,deepseek-ai/DeepSeek-OCR-2,1379.9810876191825,1380.2125479868414,-0.23146036765888311,0.23146036765888311
pair-balanced_2000_seed_45,lightonai/LightOnOCR-2-1B,1771.2060108113592,1741.2525107847546,29.953500026604615,29.953500026604615
pair-balanced_2000_seed_45,numind/NuExtract3,1719.444754476605,1689.6190357899554,29.82571868664968,29.82571868664968
pair-balanced_2000_seed_45,rednote-hilab/dots.mocr,1717.7916860569073,1745.4252593866306,-27.633573329723276,27.633573329723276
pair-balanced_2000_seed_45,rednote-hilab/dots.ocr,857.7745469808318,890.6755485577996,-32.901001576967815,32.901001576967815
pair-balanced_2000_seed_45,tesseract-5,1136.673621269437,1112.5865083646895,24.087112904747528,24.087112904747528
pair-balanced_2000_seed_45,zai-org/GLM-OCR,1726.0973399697052,1738.1794754621453,-12.082135492440102,12.082135492440102
pair-balanced_2000_seed_46,FireRedTeam/FireRed-OCR,1545.7340873487474,1557.449386684769,-11.715299336021644,11.715299336021644
pair-balanced_2000_seed_46,PaddlePaddle/PP-OCRv6_medium,1380.7241712145735,1397.0965599286017,-16.372388714028148,16.372388714028148
pair-balanced_2000_seed_46,PaddlePaddle/PaddleOCR-VL-1.6,1462.4311167863614,1462.9745524973894,-0.5434357110279961,0.5434357110279961
pair-balanced_2000_seed_46,allenai/olmOCR-2-7B-1025-FP8,1744.625375941635,1719.231138029067,25.39423791256786,25.39423791256786
pair-balanced_2000_seed_46,baidu/Qianfan-OCR,1547.1158782626403,1568.0944503021342,-20.978572039493883,20.978572039493883
pair-balanced_2000_seed_46,baidu/Unlimited-OCR,1558.090204217733,1545.2060026385532,12.884201579179717,12.884201579179717
pair-balanced_2000_seed_46,deepseek-ai/DeepSeek-OCR,1451.666963770977,1451.9970235866688,-0.3300598156918113,0.3300598156918113
pair-balanced_2000_seed_46,deepseek-ai/DeepSeek-OCR-2,1385.0112013089922,1380.2125479868414,4.7986533221508125,4.7986533221508125
pair-balanced_2000_seed_46,lightonai/LightOnOCR-2-1B,1734.4262547193853,1741.2525107847546,-6.826256065369307,6.826256065369307
pair-balanced_2000_seed_46,numind/NuExtract3,1693.6490592512116,1689.6190357899554,4.030023461256178,4.030023461256178
pair-balanced_2000_seed_46,rednote-hilab/dots.mocr,1726.0623646860977,1745.4252593866306,-19.362894700532934,19.362894700532934
pair-balanced_2000_seed_46,rednote-hilab/dots.ocr,926.5510180906398,890.6755485577996,35.87546953284016,35.87546953284016
pair-balanced_2000_seed_46,tesseract-5,1131.0013126596991,1112.5865083646895,18.414804295009617,18.414804295009617
pair-balanced_2000_seed_46,zai-org/GLM-OCR,1712.910991741307,1738.1794754621453,-25.268483720838276,25.268483720838276
mixed-random_700_seed_42,FireRedTeam/FireRed-OCR,1620.3032487466087,1557.449386684769,62.85386206183966,62.85386206183966
mixed-random_700_seed_42,PaddlePaddle/PP-OCRv6_medium,1448.0801157254782,1397.0965599286017,50.983555796876544,50.983555796876544
mixed-random_700_seed_42,PaddlePaddle/PaddleOCR-VL-1.6,1531.8207137997033,1462.9745524973894,68.84616130231393,68.84616130231393
mixed-random_700_seed_42,allenai/olmOCR-2-7B-1025-FP8,1634.0400417494823,1719.231138029067,-85.19109627958483,85.19109627958483
mixed-random_700_seed_42,baidu/Qianfan-OCR,1538.2836316036683,1568.0944503021342,-29.810818698465937,29.810818698465937
mixed-random_700_seed_42,baidu/Unlimited-OCR,1517.702660840959,1545.2060026385532,-27.503341797594203,27.503341797594203
mixed-random_700_seed_42,deepseek-ai/DeepSeek-OCR,1392.137677876126,1451.9970235866688,-59.85934571054281,59.85934571054281
mixed-random_700_seed_42,deepseek-ai/DeepSeek-OCR-2,1349.4205303204378,1380.2125479868414,-30.79201766640358,30.79201766640358
mixed-random_700_seed_42,lightonai/LightOnOCR-2-1B,1775.7835608664172,1741.2525107847546,34.53105008166267,34.53105008166267
mixed-random_700_seed_42,numind/NuExtract3,1561.6520916534273,1689.6190357899554,-127.96694413652813,127.96694413652813
mixed-random_700_seed_42,rednote-hilab/dots.mocr,1754.0975135727124,1745.4252593866306,8.672254186081773,8.672254186081773
mixed-random_700_seed_42,rednote-hilab/dots.ocr,1082.0146077190846,890.6755485577996,191.33905916128492,191.33905916128492
mixed-random_700_seed_42,tesseract-5,1101.9883922886106,1112.5865083646895,-10.598116076078895,10.598116076078895
mixed-random_700_seed_42,zai-org/GLM-OCR,1692.6752132372842,1738.1794754621453,-45.50426222486112,45.50426222486112
mixed-random_700_seed_43,FireRedTeam/FireRed-OCR,1658.1300409873988,1557.449386684769,100.68065430262982,100.68065430262982
mixed-random_700_seed_43,PaddlePaddle/PP-OCRv6_medium,1483.074712843407,1397.0965599286017,85.97815291480538,85.97815291480538
mixed-random_700_seed_43,PaddlePaddle/PaddleOCR-VL-1.6,1504.3991933461061,1462.9745524973894,41.42464084871676,41.42464084871676
mixed-random_700_seed_43,allenai/olmOCR-2-7B-1025-FP8,1603.1041639443386,1719.231138029067,-116.12697408472854,116.12697408472854
mixed-random_700_seed_43,baidu/Qianfan-OCR,1547.2499525646024,1568.0944503021342,-20.84449773753181,20.84449773753181
mixed-random_700_seed_43,baidu/Unlimited-OCR,1516.6814051771173,1545.2060026385532,-28.52459746143586,28.52459746143586
mixed-random_700_seed_43,deepseek-ai/DeepSeek-OCR,1445.4342070163211,1451.9970235866688,-6.56281657034765,6.56281657034765
mixed-random_700_seed_43,deepseek-ai/DeepSeek-OCR-2,1374.882382805725,1380.2125479868414,-5.330165181116399,5.330165181116399
mixed-random_700_seed_43,lightonai/LightOnOCR-2-1B,1675.399591311468,1741.2525107847546,-65.85291947328665,65.85291947328665
mixed-random_700_seed_43,numind/NuExtract3,1542.9342406766941,1689.6190357899554,-146.68479511326132,146.68479511326132
mixed-random_700_seed_43,rednote-hilab/dots.mocr,1784.7941812902018,1745.4252593866306,39.36892190357116,39.36892190357116
mixed-random_700_seed_43,rednote-hilab/dots.ocr,1025.3764009255913,890.6755485577996,134.70085236779164,134.70085236779164
mixed-random_700_seed_43,tesseract-5,1146.4334230110414,1112.5865083646895,33.846914646351934,33.846914646351934
mixed-random_700_seed_43,zai-org/GLM-OCR,1692.1061040999869,1738.1794754621453,-46.07337136215847,46.07337136215847
